"Compound Name","Formula","Mass","RT","CAS ID",HK-2X-P1-A1,HK-2X-P1-A10,HK-2X-P1-A11,HK-2X-P1-A2,HK-2X-P1-A3,HK-2X-P1-A5,HK-2X-P1-A6,HK-2X-P1-A7,HK-2X-P1-A9,HK-2X-P1-B1,HK-2X-P1-B10,HK-2X-P1-B11,HK-2X-P1-B2,HK-2X-P1-B3,HK-2X-P1-B5,HK-2X-P1-B6,HK-2X-P1-B7,HK-2X-P1-B9,HK-2X-P1-C1,HK-2X-P1-C10,HK-2X-P1-C11,HK-2X-P1-C2,HK-2X-P1-C3,HK-2X-P1-C5,HK-2X-P1-C6,HK-2X-P1-C7,HK-2X-P1-C9,HK-2X-P1-D1,HK-2X-P1-D10,HK-2X-P1-D11,HK-2X-P1-D2,HK-2X-P1-D3,HK-2X-P1-D5,HK-2X-P1-D6,HK-2X-P1-D7,HK-2X-P1-D9,HK-2X-P1-E1,HK-2X-P1-E10,HK-2X-P1-E11,HK-2X-P1-E2,HK-2X-P1-E3,HK-2X-P1-E5,HK-2X-P1-E6,HK-2X-P1-E7,HK-2X-P1-E9,HK-2X-P1-F1,HK-2X-P1-F10,HK-2X-P1-F11,HK-2X-P1-F2,HK-2X-P1-F3,HK-2X-P1-F5,HK-2X-P1-F6,HK-2X-P1-F7,HK-2X-P1-F9,HK-2X-P1-G1,HK-2X-P1-G10,HK-2X-P1-G11,HK-2X-P1-G2,HK-2X-P1-G3,HK-2X-P1-G5,HK-2X-P1-G6,HK-2X-P1-G7,HK-2X-P1-G9,HK-2X-P1-H1,HK-2X-P1-H10,HK-2X-P1-H11,HK-2X-P1-H2,HK-2X-P1-H3,HK-2X-P1-H5,HK-2X-P1-H6,HK-2X-P1-H7,HK-2X-P1-H9,BG-2X-P2-A1,BG-2X-P2-A10,BG-2X-P2-A11,BG-2X-P2-A2,BG-2X-P2-A3,BG-2X-P2-A5,BG-2X-P2-A6,BG-2X-P2-A7,BG-2X-P2-A9,BG-2X-P2-B1,BG-2X-P2-B10,BG-2X-P2-B11,BG-2X-P2-B2,BG-2X-P2-B3,BG-2X-P2-B5,BG-2X-P2--B6,BG-2X-P2-B7,BG-2X-P2-B9,BG-2X-P2-C1,BG-2X-P2-C10,BG-2X-P2-C11,BG-2X-P2-C2,BG-2X-P2-C3,BG-2X-P2-C5,BG-2X-P2-C6,BG-2X-P2-C7,BG-2X-P2-C9,BG-2X-P2-D1,BG-2X-P2-D10,BG-2X-P2--D11,BG-2X-P2-D2,BG-2X-P2-D3,BG-2X-P2-D5,BG-2X-P2-D6,BG-2X-P2-D7,BG-2X-P2-D9,BG-2X-P2-E1,BG-2X-P2-E10,BG-2X-P2-E11,BG-2X-P2-E2,BG-2X-P2-E3,BG-2X-P2-E5,BG-2X-P2-E6,BG-2X-P2-E7,BG-2X-P2-E9,BG-2X-P2-F1,BG-2X-P2-F10,BG-2X-P2-F11,BG-2X-P2-F2,BG-2X-P2-F3,BG-2X-P2-F5,BG-2X-P2-F6,BG-2X-P2-F7,BG-2X-P2-F9,BG-2X-P2-G1,BG-2X-P2-G10,BG-2X-P2-G11,BG-2X-P2-G2,BG-2X-P2-G3,BG-2X-P2-G5,BG-2X-P2-G6,BG-2X-P2-G7,BG-2X-P2-G9,BG-2X-P2-H1,BG-2X-P2-H10,BG-2X-P2-H11,BG-2X-P2-H2,BG-2X-P2-H3,BG-2X-P2-H5,BG-2X-P2-H6,BG-2X-P2-H7,BG-2X-P2-H9,D2-2X-P1-A1,D2-2X-P1-A10,D2-2X-P1-A11,D2-2X-P1-A2,D2-2X-P1-A3,D2-2X-P1-A5,D2-2X-P1-A6,D2-2X-P1-A7,D2-2X-P1-A9,D2-2X-P1-B1,D2-2X-P1-B10,D2-2X-P1-B11,D2-2X-P1-B2,D2-2X-P1-B3,D2-2X-P1-B5,D2-2X-P1--B6,D2-2X-P1-B7,D2-2X-P1-B9,D2-2X-P1-C1,D2-2X-P1-C10,D2-2X-P1-C11,D2-2X-P1-C2,D2-2X-P1-C3,D2-2X-P1-C5,D2-2X-P1-C6,D2-2X-P1-C7,D2-2X-P1-C9,D2-2X-P1-D1,D2-2X-P1-D10,D2-2X-P1--D11,D2-2X-P1-D2,D2-2X-P1-D3,D2-2X-P1-D5,D2-2X-P1-D6,D2-2X-P1-D7,D2-2X-P1-D9,D2-2X-P1-E1,D2-2X-P1-E10,D2-2X-P1-E11,D2-2X-P1-E2,D2-2X-P1-E3,D2-2X-P1-E5,D2-2X-P1-E6,D2-2X-P1-E7,D2-2X-P1-E9,D2-2X-P1-F1,D2-2X-P1-F10,D2-2X-P1-F11,D2-2X-P1-F2,D2-2X-P1-F3,D2-2X-P1-F5,D2-2X-P1-F6,D2-2X-P1-F7,D2-2X-P1-F9,D2-2X-P1-G1,D2-2X-P1-G10,D2-2X-P1-G11,D2-2X-P1-G2,D2-2X-P1-G3,D2-2X-P1-G5,D2-2X-P1-G6,D2-2X-P1-G7,D2-2X-P1-G9,D2-2X-P1-H1,D2-2X-P1-H10,D2-2X-P1-H11,D2-2X-P1-H2,D2-2X-P1-H3,D2-2X-P1-H5,D2-2X-P1-H6,D2-2X-P1-H7,D2-2X-P1-H9
,,370.0938,11.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34493.0478684028,32175.8664413913,27041.5771888512,42353.3982670456,34124.8476672236,38655.1855411526,33635.3428463594,29268.2989435731,28179.2436413113,29044.4357844736,28744.6073955997,30302.826416026,27171.8044241181,29273.3918532713,25432.2536539535,23764.9093533325,25354.3979873199,25444.8723267975,26487.313142258,23196.1925165408,23894.712923096,30207.1750353395,28582.2516391298,24197.598102539,22731.0796640224,19368.6583712768,24229.9121925968,22126.3633872526,20294.2416974641,21438.164608063,22872.7081544188,23171.4393312376,18357.4081074296,19680.206615982,19595.3932216185,20120.1362029419,23402.5213592832,24155.1254394227,23246.4394849092,23689.9118486936,27660.9033890382,22529.1941232859,19478.059815506,13670.0816157072,17277.3510769045,18912.0315440674,18932.5432111817,18126.0884719547,24002.1081214292,22991.8078946078,22598.6689920942,22724.5079826964,21557.1539248657,21301.0368119659,15472.7244152375,37462.547533936,28735.0488702392,22310.6206461488,18706.2362652742,20431.687865219,19484.1028285217,17226.3587844541,21004.1101542662,19084.0569069825,21241.0316504824,22773.8635920107,23593.916988043,22392.3583849688,21924.4726967395,22358.6168257292,19434.7573102568,18036.8487828368,18100.8870327761,11938.7806077448,15559.3422000733,18241.383882074,17833.0826759031,15368.3627262624,15850.892411377,14515.1197756194,15120.6301077425,13539.9830149842,15742.9876752623,15422.2575999756,15262.0179756469,13831.2533783571,10243.011431488,12042.1886257323,13014.9198461305,16702.9655218966,16219.5017620241,16428.1425258788,13148.2931883544,15089.8483060915,11623.2286840669,11639.6362852477,9720.71234497058,10997.0564924011,14866.579952545,15876.133926361,11713.1150083313,13271.1562434997,11997.0426644973,11865.6653409714,13932.138884407,10091.7221331178,9581.75488511658,11524.1890217209,13315.1159337004,10626.0799027406,15276.4348271942,11985.9466423035,13484.7314891205,10416.7736600648,8304.07032098391,9455.94991900646,10274.2971757812,12687.2025869752,9595.35526428223,11553.0235533859,14574.9737291567,13916.5103829041,9652.95918348697,9822.33501850887,11480.8181864622,13741.7595241393,12957.5941679588,15466.6675581513,14077.5277082214,13966.4541027604,13689.1282783814,9839.14362924194,11941.5528436889,9011.01479136665,10214.7456125793,10837.3245224304,12624.6956820372,15683.2601951905,12676.3855608446,11558.7927328491,10620.2447439423,9722.67625698843,9519.75418917857,9066.71723376469
,,482.2467,2.60,,11306.6129199829,,,10330.4659167481,13558.0464634858,12247.8549660644,11239.9842562256,12602.5867997437,,14364.610515747,,,11951.1668269043,6046.832366333,,6062.79825842286,11106.4338061524,,,12695.9250849609,,,12166.0605263672,5118.15359722901,,,,,,12791.8878660736,4070.3867843628,,,15011.3889407959,4794.45366439821,,4953.37529306034,7917.39706494135,5906.74597216797,15011.2505016174,,,14039.3906339264,,,,8051.30587033083,,,13051.2025264893,,,15429.8923381348,,11573.7496600953,,6266.60088262933,,,10071.1099503174,,,,,,,6419.98766331485,11664.7521218262,,,,6240.76128790284,27972.1479660645,28461.1174262696,26594.9732248534,23783.4332665406,22656.4409711304,24689.506802002,24824.3144996338,23526.596456543,24527.5239398194,28260.68421875,26581.8477158204,24381.6313520506,24413.6378098755,25556.1757494507,22787.4664060058,25197.3703483887,23307.7459201355,21451.3368164063,22986.9653203125,22756.7658160401,24831.7252887879,22336.3314076538,25306.899563339,22997.6579091797,22274.3799576416,24334.0719222412,22128.7793085938,17897.5841490478,23339.4641733398,22932.0957717438,17207.4416439055,22273.1497604371,21073.3888399659,20581.6428686524,20124.354065918,20187.2534011231,22496.1298485108,20558.4678582764,24035.3401755067,19029.2336326905,21423.1900632324,21520.6439772949,24810.7474312132,19573.268793457,21835.798687256,29221.4450133973,19468.3083658905,21829.795758545,25052.9896454773,23595.9509484864,21858.1802000733,24843.9673125,22195.004976677,18637.8848525391,22048.9852705079,30460.1702703248,22334.5855495605,22925.4965979004,24284.2178882753,24080.6084952391,25350.5313936768,25505.923319824,23004.0382844239,21137.4931523438,27406.9305089722,17466.9986022949,25610.7007866211,23037.3104902953,21885.7907512207,22437.8923980713,19781.2408066407,18625.2944699706,31949.6510647889,32855.2915307615,27019.0729725343,29663.6758183594,31848.5226210938,25116.1881016845,27961.9051816407,26405.7458169861,28648.1629683302,26762.7680903932,29379.8587408448,28867.318065422,29991.4105154419,27120.2408912355,30795.5052919922,31472.937291504,30115.6681571961,28905.2803084717,20784.7195180664,20875.5655222778,21236.8193754273,22460.2078688965,19687.0386492613,21911.999413086,20254.9067016601,21777.9528798981,23856.9569050293,25587.5021507264,27107.692649597,29898.506077881,27653.9836493683,27314.1514025881,23067.3047541504,27124.5526538086,27463.5408854371,27723.4646469724,29228.052899368,32206.2344540864,25034.9920252227,27954.2393149414,24961.5836323242,22601.1928736572,25056.5445571289,23976.8527605132,23205.5723096923,28257.6319293823,31729.3225826111,31907.4367866212,28976.6720134275,28905.8387188264,29570.0888818357,27748.1888516236,30563.8904265592,31146.7585896607,24412.6631732787,27310.9423793336,25032.3423720703,25791.0099776307,23773.1461728516,27620.9904830931,25136.9544876709,23629.6412067414,24427.6583027344,29936.3203370972,26926.1863572998,32217.0629472657,28013.2195791018,32822.2720645751,30574.3546043397,27473.1051210938,30511.6304489747,31039.642692505
,,465.1908,4.75,,,,,,,,,,,8119.40097557072,,,8940.02442359929,7960.43688485713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35883.2104617157,,,29142.1335029297,31507.6853672638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,207.1622,11.71,,,,,,,7219.29355981443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34732.9839057767,8507.79454508981,28035.4099709776,14891.720300171,12384.1009114381,22766.3305647887,26292.1118429869,12261.5807666016,10997.5894177018,23942.2663962705,12057.9180479888,22278.7296423261,19529.1326246032,17375.9556876677,18376.5081714783,15504.586930847,15712.6089805603,13012.7390573425,16814.814103409,9154.85483450316,25935.9679864499,9725.20350769058,,16268.4529379272,15155.1583500061,18196.980107666,9664.90772598274,17499.168811409,12456.8689510955,12534.5874197387,10483.8484351196,11613.9788575744,8592.68086166394,,17670.2842150876,7482.53931742851,11149.5744477234,,22685.2361664733,15633.7213577117,23695.9822758178,,10246.3470324097,12257.3655108643,,12468.0052772828,13041.0636333618,11776.9956571655,16600.4885852052,16410.0171603087,12294.0086431884,27522.1973155519,12316.1155809328,17819.305919983,12332.9457862702,35041.646604675,18274.4879545289,22727.5110624393,17209.1798143005,18622.892058777,17903.1441876982,29510.0474107058,14157.5922721405,35312.5012583314,15957.0836721879,22762.856076843,29431.2067207034,17056.7743554382,15093.5856294862,15909.961243103,25410.5249363252,25360.147600006,19092.1741381528,40197.1670211643,13888.0531138306,33228.9347460026,14671.9367338103,12428.24753862,9043.78339292149,,19234.6416450804,9420.55996005245,22683.86090863,7551.50831387334,14095.2675882262,17285.6135108183,15893.1943959044,8042.9101765136,10671.4358343505,11352.4692217485,14783.5005981979,7810.61075646975,10899.9565240479,,9802.3424155883,14930.511920639,9206.74652215587,,8918.33042010486,8765.41732980355,10775.0345148926,7608.84301272592,,14482.1555552673,10147.2558935852,,,12128.5458906555,11505.4473953248,29576.9529244692,16492.8059122926,13089.2898822021,21301.0243503417,16250.9166007692,10304.0804724578,12017.5736948547,11885.6093050231,12990.0849640199,15487.2769027711,16805.4506108398,21419.6538885193,39149.7960114443,18490.8485991058,30727.8032965697,25715.6874085693,13621.6215430755,40323.4215143434,12068.4786352844,27628.1850157169,14799.3595570679,12397.4644812469,17314.0379865571,21538.5993180237,12625.0757357025,17175.7254282838,21747.6839436034,32108.390718384,22274.0523676835,,13604.2200372312,15019.2191795044,13311.2396547698,35179.808291748,21384.8145934603
,,256.1332,2.59,,19491.915581447,6670.6673826294,10620.7716451416,14309.8218677132,23453.023442245,23007.4326638971,20656.413129425,20836.1171673425,5030.50919943391,22873.4274964598,9835.36479913332,20278.1097415466,13030.8153507042,12809.9233302002,9131.85536703487,7278.03519533489,11236.2858263522,3449.6595766576,3553.97957741357,25627.6114678658,6503.46796838845,5825.73586646477,22745.4680561218,7035.06689782205,6527.35647053812,6243.12482199098,16935.2451613034,13742.0660871057,5974.02379829611,14850.4223830653,4034.64508928799,7470.86143524171,17577.3580839234,21324.6040742492,9118.17995623783,14186.2031802826,10697.4615278321,10893.8531912125,11531.6373074951,24145.2460649344,4128.09258089039,5441.5601982422,22809.7588720497,3402.30985969849,5103.17758341211,8540.5090341797,9612.71106564078,10583.9070697632,16536.1860337525,24445.5390648194,15852.9552182922,6821.50120916749,21353.2728397816,5240.0743684692,21736.7838585969,4719.08538510133,13112.8530023803,4946.28492560218,4180.05587403812,14054.27859866,15728.5314349976,10190.0381568604,7405.24293310548,14653.7611171112,18332.8951021881,17379.4644317169,13629.4481669922,27845.157761522,18646.3974954224,28252.7650451278,9469.88856546016,5444.59036171262,39341.2642182618,39245.8815788464,41633.0520282896,42210.6537737383,38168.8371806801,38673.9054844971,37336.1138435608,37890.6035384724,37038.1859713135,39215.6244682223,40069.00964501,41183.6204898069,39082.8405560303,35168.8254783321,33125.3580861496,37200.9203419211,38265.3981566163,38227.8057985841,37510.4432994385,34516.1896237794,34930.0432896013,36540.6740864141,33351.6360291746,32114.5471233216,36090.8109818116,36620.5826065064,33869.3083268738,34044.4999103937,36882.9418547668,33156.1608407592,33582.2276647795,33486.6821372108,30975.1255360942,34893.7971921622,32970.1386432248,32142.2993461304,32495.2784124153,33629.4937270622,32850.0937139623,32968.3833021688,35727.9903825378,34321.9982812805,35584.981062866,34970.8490363091,32957.8252461515,37676.3992550812,30336.5072178864,34381.0681222572,39430.8253571887,34530.1547820938,38476.8490269471,35455.4546205446,36013.9047854854,30349.768901558,35019.3688371583,31474.0373147709,33737.0929416808,39820.5430705109,35300.6084086431,38085.848588671,41290.3873407593,33972.6756057738,36155.0187421265,36090.4173684082,38080.526222539,34104.4283520446,36812.4367671029,34748.6031494328,33209.8450011515,34431.9205854645,36867.1094832343,34758.6816003141,28880.1797088263,31777.4159886625,33483.1666780854,31182.0515675355,31987.7371358623,26805.2360452189,30549.6434801674,32722.5262769176,30146.3878534202,26784.9496170027,28660.1411917801,29875.8235420093,29972.2000959778,28668.6869162506,29885.136084495,32401.2599032288,30611.7046243744,26873.2129824838,24321.8132277289,29246.429820053,27367.501493429,28051.2664029618,25208.3586846922,29139.7978991088,27930.5125931396,31695.4112871094,28005.6074932404,33765.6138721835,31518.5547683673,30075.6871608277,28453.8723889618,33232.977396637,28697.8882708741,28472.5157541736,31138.4747327576,27730.8562901152,31413.0206094816,35210.0381450392,29889.0150466609,27232.5817459412,27574.6913047043,26009.5215832062,26148.7383651886,30881.4477038323,27321.1443812095,29863.6837525635,29899.800793148,26721.7011935791,30842.3231971434,28711.8160214417,31585.2987313841,28678.6471081238,31687.5407545774,28131.5167896086,28803.085999601,30778.8477250367,30138.9976184214,28627.4508036854,28763.6377118454,29058.5872115019,29990.7429738007,29943.2562245789,26538.1741655405,29877.8994935557,28531.4859827264,29507.0795863891,34017.3107213899,31989.0638014146,31059.0186496527,31792.2820867616,28696.6801712705,27553.871731125
,,636.2603,11.47,,16983.1028340453,30273.0682688603,21180.5507394862,28605.4634497835,11497.5838467406,20912.3932648313,26694.5757780759,27277.5678870243,30976.1772679898,21583.9912197266,29058.1269316411,32358.3952677006,24001.9553975833,18186.1566599125,23307.2312963106,21681.0012225649,8280.48572122176,24041.7577054748,32072.0744032291,34002.3000639191,37463.5448188025,13252.9573309178,11204.068861862,28341.6115849608,29448.8348663786,27998.2949892883,20173.1141515504,26851.9625327146,31367.7348488765,20502.1929859469,29535.6831938551,26585.1580520626,23896.1203207402,6142.60858776848,28731.1401851496,33435.9684277493,33253.4396325686,30494.4431964111,37109.2774201046,37048.5632177125,32151.5983399052,30817.0777164913,23770.4505335994,23055.3044024969,33250.9506203004,26229.24217601,31687.3045215455,12386.3342636717,30292.8435974583,28289.9803656006,29627.2505131839,24272.8465817871,23735.5404201969,31948.2633233638,10568.5995406492,38288.4658950196,43253.9950421608,34388.0047801212,37153.9143955076,39104.7389429627,36268.833684784,39872.3172822881,36559.5448680725,43989.9953847655,39178.2241122432,43808.530297303,44365.3294078681,42143.4796317441,42288.4275259094,40589.7993420408,39024.6207019039,38988.8773328251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,396.1936,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37359.1880877991,,,,,,,,,13507.47680896,,,,,,,,,,,,28554.8738333129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38320.346986328,,8078.76082762145,,,6578.34611334231,,,,16762.3823578492,,,,,,,,,,,,26250.4887040101,,,,,,,,,,,,,,,,,,,,7135.98797993471,,,,,,,,,,,,,,,,,,,,,,,,,6301.0367562256,
,,297.0892,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4627.78319853211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38882.1575004882,40027.6691649628,38909.1269977112,38218.6692321167,34187.4030087891,38141.4027553712,41568.1658217315,38079.7419505006,37807.8709916382,36798.8428284455,31964.9606035766,33299.9317915343,38800.6424224548,36733.8057313538,31116.8067634277,33962.4358291626,34102.2085966797,31436.3416453552,36225.7402344361,33353.540986908,32486.1277396546,39306.361196045,31309.8624025269,33189.1046387328,36802.1399300232,35967.7748020019,29645.5661051331,29276.3605056152,26636.299045044,30443.9477757569,28561.7504016724,33668.5369980773,31303.543947876,30909.6480747986,28122.5228600007,24260.6868421783,30275.9556416016,27938.0556655274,31375.3477615815,29835.7997427979,32533.5723438874,28425.4692506104,29841.251309143,27838.48328302,25015.8048590393,34657.0567817231,30453.879024353,33509.6419396363,30414.0151400756,36004.9819603271,31973.5789195251,32552.5488582154,29484.5866857758,32477.5398153687,34921.7595222626,33090.4430778962,33304.3092485962,36703.9259506531,34813.4863925171,31560.0433660279,30385.4940465088,31820.8862591858,31124.4063154297,37789.289729004,35425.1377009735,29349.252779007,36419.2393961792,34203.9963704223,35413.7251764527,34455.8856964417,35722.9332382203,31328.5534690704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,244.1236,3.14,,27220.3860105284,24306.2132247107,27644.4354641462,28539.2272476409,24490.5810493926,31714.1364360352,24163.9581849975,28953.8074282837,28730.065596773,27689.1867878724,30196.3575777424,31327.5005621948,28619.6819228957,46451.5751358691,31068.7399144711,31251.7030331165,29702.5162632323,25573.4984151154,31551.7168646126,31313.4748802992,29486.0482759084,27716.1855118409,30876.8873866273,28117.1581306457,33376.4180307312,29589.9884050219,27984.9717771,26334.4809997534,48069.8543008805,27347.7451484845,25167.7835522435,26373.1898780772,29356.8661186523,18349.7022797487,30016.2798458802,19263.8371317775,27396.4925063093,29509.4736909702,29526.3560375475,33810.7136614991,45223.600513762,28114.5664274181,32986.7234049261,30786.2277880287,30033.8447431361,27439.4992191673,26967.3095580338,9263.81882476424,31465.6433840314,25251.2566888832,787990.173791523,25454.0778798488,28781.4541482849,5547.68976338705,27444.1120535945,550011.615402425,30757.4887799989,32058.6846917387,764127.63622795,174892.730066895,33409.4237059999,45468.1331128759,443277.090923768,25363.8369027084,372199.858195434,16361.7276514095,584851.493254669,25347.9564706114,29624.5122030059,27877.0559500585,663435.315368462,26532.6744052734,35872.8247536851,38800.1424526034,38111.1570458656,37591.2242019652,38739.8170518437,34631.2250120391,40436.8562328469,32990.5537287745,37114.6817285156,34599.3691706524,35948.2233653372,36528.4944886341,34510.8142741651,37642.054085782,34309.1637538674,32038.4915383824,34189.889837186,32024.2529260257,35618.5621504196,35955.1961201302,49659.7595540023,35149.3155595857,34192.5927828684,53973.5560312806,32511.6597168664,54554.9227290612,34563.4386059037,31664.3933253441,31343.4888435804,28768.3458912922,33308.1547269898,34286.6366693544,31666.2822986397,38282.6916406464,34801.4970346184,32316.7965438764,31139.8981394239,30620.7332515383,54392.8654320011,34339.0507420655,33389.3051234608,33229.8657291001,33115.5439861999,32258.1779010112,46716.6734701547,37089.1493341671,30712.9797865282,34215.5715532513,35692.9122253448,33236.1699866366,33666.8091081452,33228.2193591182,29917.3716571697,32795.2015494116,37845.7955311695,32950.4806203004,55438.6744911146,38356.0738811623,55245.7413920725,52886.2505336669,41039.0574025069,35884.6865056746,31036.420234314,34566.4915001007,55014.6215417389,28992.5835004578,36869.9494667373,35262.8677799205,38161.4695344019,31577.3910022861,32325.2336587951,34416.7452578037,39817.1808187459,46319.9824456338,29892.1366209587,42191.7398797607,23219.0791963523,40586.7222958374,38089.2117549839,29442.7753126757,30022.8761098938,40179.8304512935,23082.5268855493,21790.0773053726,19324.963144654,21044.2176556623,20069.6907319308,37566.1748023682,23128.1337358966,25594.5615386449,31413.4243532563,13624.2423330327,28361.9766552862,24662.0572360226,14393.5475380096,16464.5916490082,22507.0301392467,17245.3418787517,26380.1626016007,19967.7625913345,29053.5363190902,31185.4992953685,17131.8033837233,15729.8217427367,26375.7404151429,17593.1306781922,18002.8474033321,26112.1297378064,29131.4601123803,17977.2387998871,22162.9595319563,23961.1730277107,24742.0105209475,22239.2465985413,19293.0776560266,28102.0789570166,,20437.1881791792,21425.6704176694,30222.2799368591,19572.1061272569,21449.9445349731,29764.7600040664,15909.3360548638,20174.6684194182,17773.9703560405,40072.7864104877,34786.5666100006,22466.6751175842,43047.175704623,43648.0929806113,30396.2440487274,3090409.72889997,27189.7020538038,16954.5224299855,45847.2379592721,36559.7649195964,27997.5753439531,27069.8993528791,28742.7638429871,35749.8520547609,23316.8404929114,41954.203596344,41438.253523299
,,420.2516,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14250.0414290619,14975.5701051331,15438.3720327185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28720.2153128941,26730.8021981965,26516.5111127814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30455.7852984874,37238.4726017375,32763.3206488267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,104.0598,6.32,,,27174.6172126464,28173.1549309081,32329.3675748292,20469.2311992186,26211.7003535157,19509.4865786133,20830.5873559571,22643.5502128908,21450.5194921875,21660.7993417969,24033.5870756837,27191.0992863769,21527.1602050782,23662.9752861329,31330.1932734376,26746.0061806641,20857.8832236328,24969.7033066407,19803.6980405272,31397.509311035,21483.5741821289,29986.4156147461,26389.0906347657,23039.7110136717,27885.0927202146,22271.9186757813,26732.5998544922,26391.8794775391,30216.6287871091,22908.9402487793,23056.2998173826,24248.4257285157,20703.6729199219,36391.4732888184,29767.4155146481,18436.5944648435,28377.5564072265,27829.3233200684,25673.793881836,34013.1255043947,31799.861246094,23959.9617514648,32519.6374033202,21160.29769458,27992.2769101562,22328.4343510744,29209.146909668,29138.2228330079,21422.9999648438,23711.4415078125,25307.2957617188,25504.0002167968,22988.7400175782,30940.884276367,33235.0402617186,31562.4221948242,29018.0792180177,31231.8167065428,31164.8434638672,28031.2131708985,25549.988744873,32768.5767626954,20073.8975493164,19475.6405200193,33714.8625937501,,26733.0918146971,27386.4286984864,26954.563022461,29296.3527116089,20928.064866211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,374.1549,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22129.3764320069,19613.2324271851,9234.19191046139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38506.5103154448,39706.7102093507,36893.234220337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35927.6762776794,34930.7104578858,33612.9978059387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,189.1183,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37491.2515504761,7256.93476776125,5795.28559558108,38471.0940235901,24311.1141313781,29831.2344138794,26573.3377070618,10914.84533255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
