"Compound Name","Formula","Mass","RT","CAS ID",D1-2X-P2-A1,D1-2X-P2-A10,D1-2X-P2-A11,D1-2X-P2-A2,D1-2X-P2-A3,D1-2X-P2-A5,D1-2X-P2-A6,D1-2X-P2-A7,D1-2X-P2-A9,D1-2X-P2-B1,D1-2X-P2-B10,D1-2X-P2-B11,D1-2X-P2-B2,D1-2X-P2-B3,D1-2X-P2-B5,D1-2X-P2--B6,D1-2X-P2-B7,D1-2X-P2-B9,D1-2X-P2-C1,D1-2X-P2-C10,D1-2X-P2-C11,D1-2X-P2-C2,D1-2X-P2-C3,D1-2X-P2-C5,D1-2X-P2-C6,D1-2X-P2-C7,D1-2X-P2-C9,D1-2X-P2-D1,D1-2X-P2-D10,D1-2X-P2--D11,D1-2X-P2-D2,D1-2X-P2-D3,D1-2X-P2-D5,D1-2X-P2-D6,D1-2X-P2-D7,D1-2X-P2-D9,D1-2X-P2-E1,D1-2X-P2-E10,D1-2X-P2-E11,D1-2X-P2-E2,D1-2X-P2-E3,D1-2X-P2-E5,D1-2X-P2-E6,D1-2X-P2-E7,D1-2X-P2-E9,D1-2X-P2-F1,D1-2X-P2-F10,D1-2X-P2-F11,D1-2X-P2-F12,D1-2X-P2-F2,D1-2X-P2-F3,D1-2X-P2-F5,D1-2X-P2-F6,D1-2X-P2-F7,D1-2X-P2-F9,D1-2X-P2-G1,D1-2X-P2-G10,D1-2X-P2-G11,D1-2X-P2-G12,D1-2X-P2-G2,D1-2X-P2-G3,D1-2X-P2-G5,D1-2X-P2-G6,D1-2X-P2-G7,D1-2X-P2-G9,D1-2X-P2-H1,D1-2X-P2-H10,D1-2X-P2-H11,D1-2X-P2-H12,D1-2X-P2-H2,D1-2X-P2-H3,D1-2X-P2-H5,D1-2X-P2-H6,D1-2X-P2-H7,D1-2X-P2-H8,D1-2X-P2-H9,BG-2X-P2-A1,BG-2X-P2-A10,BG-2X-P2-A11,BG-2X-P2-A2,BG-2X-P2-A3,BG-2X-P2-A5,BG-2X-P2-A6,BG-2X-P2-A7,BG-2X-P2-A9,BG-2X-P2-B1,BG-2X-P2-B10,BG-2X-P2-B11,BG-2X-P2-B2,BG-2X-P2-B3,BG-2X-P2-B5,BG-2X-P2--B6,BG-2X-P2-B7,BG-2X-P2-B9,BG-2X-P2-C1,BG-2X-P2-C10,BG-2X-P2-C11,BG-2X-P2-C2,BG-2X-P2-C3,BG-2X-P2-C5,BG-2X-P2-C6,BG-2X-P2-C7,BG-2X-P2-C9,BG-2X-P2-D1,BG-2X-P2-D10,BG-2X-P2--D11,BG-2X-P2-D2,BG-2X-P2-D3,BG-2X-P2-D5,BG-2X-P2-D6,BG-2X-P2-D7,BG-2X-P2-D9,BG-2X-P2-E1,BG-2X-P2-E10,BG-2X-P2-E11,BG-2X-P2-E2,BG-2X-P2-E3,BG-2X-P2-E5,BG-2X-P2-E6,BG-2X-P2-E7,BG-2X-P2-E9,BG-2X-P2-F1,BG-2X-P2-F10,BG-2X-P2-F11,BG-2X-P2-F2,BG-2X-P2-F3,BG-2X-P2-F5,BG-2X-P2-F6,BG-2X-P2-F7,BG-2X-P2-F9,BG-2X-P2-G1,BG-2X-P2-G10,BG-2X-P2-G11,BG-2X-P2-G2,BG-2X-P2-G3,BG-2X-P2-G5,BG-2X-P2-G6,BG-2X-P2-G7,BG-2X-P2-G9,BG-2X-P2-H1,BG-2X-P2-H10,BG-2X-P2-H11,BG-2X-P2-H2,BG-2X-P2-H3,BG-2X-P2-H5,BG-2X-P2-H6,BG-2X-P2-H7,BG-2X-P2-H9,HK-2X-P1-A1,HK-2X-P1-A10,HK-2X-P1-A11,HK-2X-P1-A2,HK-2X-P1-A3,HK-2X-P1-A5,HK-2X-P1-A6,HK-2X-P1-A7,HK-2X-P1-A9,HK-2X-P1-B1,HK-2X-P1-B10,HK-2X-P1-B11,HK-2X-P1-B2,HK-2X-P1-B3,HK-2X-P1-B5,HK-2X-P1-B6,HK-2X-P1-B7,HK-2X-P1-B9,HK-2X-P1-C1,HK-2X-P1-C10,HK-2X-P1-C11,HK-2X-P1-C2,HK-2X-P1-C3,HK-2X-P1-C5,HK-2X-P1-C6,HK-2X-P1-C7,HK-2X-P1-C9,HK-2X-P1-D1,HK-2X-P1-D10,HK-2X-P1-D11,HK-2X-P1-D2,HK-2X-P1-D3,HK-2X-P1-D5,HK-2X-P1-D6,HK-2X-P1-D7,HK-2X-P1-D9,HK-2X-P1-E1,HK-2X-P1-E10,HK-2X-P1-E11,HK-2X-P1-E2,HK-2X-P1-E3,HK-2X-P1-E5,HK-2X-P1-E6,HK-2X-P1-E7,HK-2X-P1-E9,HK-2X-P1-F1,HK-2X-P1-F10,HK-2X-P1-F11,HK-2X-P1-F2,HK-2X-P1-F3,HK-2X-P1-F5,HK-2X-P1-F6,HK-2X-P1-F7,HK-2X-P1-F9,HK-2X-P1-G1,HK-2X-P1-G10,HK-2X-P1-G11,HK-2X-P1-G2,HK-2X-P1-G3,HK-2X-P1-G5,HK-2X-P1-G6,HK-2X-P1-G7,HK-2X-P1-G9,HK-2X-P1-H1,HK-2X-P1-H10,HK-2X-P1-H11,HK-2X-P1-H2,HK-2X-P1-H3,HK-2X-P1-H5,HK-2X-P1-H6,HK-2X-P1-H7,HK-2X-P1-H9
,,99.0687,0.98,,2957696.1206706,3116443.9463087,2421367.85352313,3730732.99672809,3805853.81279064,3961776.66501191,3803395.99899546,3934750.01274007,3178461.77354365,4091483.58004884,4612891.66476579,4008110.09132939,4778347.69322113,5172525.16441891,4563327.16342976,4680766.0622402,4821271.07519469,4574675.70086791,4492747.35597061,4817350.29727757,4295470.06224315,4792459.68797036,5210185.62559974,5046061.13062721,5369727.87320549,4916254.98502889,4944561.88390762,4636229.23295411,5008150.25167792,4783730.39320307,4935892.0011745,5386662.56094335,5865552.80722786,5770168.22362703,5829778.56816198,5110573.78014889,4995579.7949682,5295337.96715234,5255832.999923,5481369.95657276,5986325.55215602,5592406.64995725,5930907.79433274,5571891.78404047,5585304.52099569,4285404.45165247,5279528.40122854,,4066693.59230406,4872106.93371755,5326716.95873964,5922894.31334178,5974642.51229997,5798738.1701922,5789652.37957984,1184756.98937858,3003954.23026931,3211391.12407048,,1549877.76087826,1630618.73603636,5411661.39844469,5540753.42630512,5117511.67099478,3800437.1267783,3048903.84661421,3548840.8791329,2663969.41382764,,3751143.69347096,3900819.56078167,4069202.57139767,3680488.92247567,3792655.6271134,3222247.54199298,3740943.99126388,549069.961974603,534224.107204255,545693.584337241,510817.85411677,475256.311454886,503363.464106017,487187.720511565,505755.232965434,509115.551518062,512009.423105574,430515.504164556,441809.640741884,439728.220661557,445539.54124239,443886.30875487,432370.986429128,425749.419669476,451989.224451596,466783.431686859,426810.145700648,406432.077564168,456033.281837802,397349.59551121,411963.530641684,432500.568090625,400994.052016471,381826.309393162,396550.344155707,375983.295235127,352577.703492884,364916.495393659,343862.579724568,372357.344278659,385071.250246569,350437.314267822,336490.085990366,412641.075340573,359394.204495098,381608.645827035,389485.862599679,355822.547917319,371103.196274115,393145.18292504,361357.837498492,370928.199001682,458650.926891693,394825.775799884,403202.081616518,422731.312024791,389622.598263115,383369.712007223,389330.747155081,360767.628339597,371107.019816624,504185.682758001,491267.839835625,450603.853606185,449627.327851205,436892.18853639,442787.993604158,418854.729277043,409358.620830523,432960.437785064,476189.487931581,467013.482579886,441436.889269486,441030.145573642,451852.441040565,443803.219148103,447793.648895919,453747.020513269,459909.687304529,788479.37758929,862032.175676667,928399.022049068,888690.15186608,911878.654291178,918301.946509258,812039.458949188,902199.762461502,980292.335290907,786888.859553506,918568.262017435,896885.103523445,892992.137041052,838211.32462952,932681.832284312,889340.765477066,908852.878185135,848024.400548828,905043.765105934,874927.613617911,916106.469070975,904624.337469417,827328.250876874,868109.248286239,862365.966125985,826765.224843638,861551.940901758,806171.801312458,892044.84785089,866964.591638322,766584.969077562,764310.522331755,842929.444462769,795271.850115006,907750.303251103,202984.55821774,827160.588122956,846758.005125793,910963.935895143,879041.913745125,877082.290410665,892240.700331792,869554.129615645,924652.333085591,835501.36828542,817740.291458477,884588.873574435,869613.632939415,855808.015487194,818597.475802645,861217.269696957,828882.954562242,854342.24624662,880148.607618845,789405.248254678,958524.303256529,875741.530944288,949591.59534337,921386.807062387,879834.183777954,881465.045063094,903040.137660772,906683.292714856,890742.770463928,903896.575420389,893350.279191522,853415.242532727,881254.056645209,896586.341810946,917601.905262743,851503.411118227,908852.290010141
,,260.1892,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4709970.45994239,5257101.58292359,4986207.29817231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2911497.9761599,3369233.86969479,3112612.48235026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20115.5314483491,20564.9772458191,29080.0928233338,,,,,,,227204.615462387,372381.363405089,356104.088456939,52128.7755041195,,6754.40499864198,,,,86288.4546166994,162090.950455078,519529.828137116,76970.2020910641,,,,,,20593.7259374389,102905.633260009,81923.8591016993,7858.76360327149
,,433.2106,4.27,,,,,,,,,,,,,,,,,,,,124550.729391115,,,64228.094039081,39276.4727888231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4084777.91202523,,,4284793.9809263,4110121.02275234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9029.51727798603,,,28891.2841537378,54287.7305436509,9080.26617122839,,,,191933.498097031,,,346293.075090664,303814.55728395,127289.047132799,,,,2716740.46641968,,,2648414.98517912,2569825.71642987,52355.8363971244,7856.39999162578,,,13238.1594084882,,,12243.0337185793,8528.6436778908,21995.4574914315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,210.1375,2.60,,3394207.16032133,3370518.55630095,3281776.25416156,3399361.02955894,3262097.92869594,3337389.53171736,3463731.4792411,3352713.58911011,3328965.35829404,3696428.16105806,3705541.5210379,3674821.0867768,3714737.09380312,3653043.90717483,3687412.2776514,3876523.77560116,3856198.409813,3552005.1591472,3489299.49507403,3527154.11733504,3439772.07522942,3530838.30137369,5718145.50208713,3450782.58946627,3661094.06388201,3444689.18946607,3503725.85019471,3630202.56990154,3552541.56347479,3458817.83287623,3491716.64536691,3581040.5379843,3573153.2874606,3689670.66957302,3540364.8681164,3451953.57373955,3632351.71676879,3605602.28811705,3542921.68180803,3585804.86276121,3594804.11943145,3622613.12103877,3748155.95741372,3569770.24754488,3555429.31224869,3608625.61596648,3623540.96086078,,3581974.86005194,3678806.27501076,3605147.48401879,3565843.66402064,3696942.0315473,3739163.310636,3591232.75435051,3503253.225287,2616690.63276176,3459473.3613102,,3539020.02719849,3418632.44518968,3597281.35160025,3647916.65068187,3510194.37939701,3506741.62609468,5980545.97551019,3430042.50647877,2791383.95395031,,3468871.89671076,3519116.25363296,3529833.33277711,3378395.66041037,3562927.78826115,3291097.29703248,3463088.15869131,3799976.10086668,3677262.0626,3578900.15450263,3735172.36233749,3548600.08294035,3565952.93815559,3645925.52099478,3567717.86936819,3625440.63918413,3684759.57532611,3500223.55315519,3424778.35700612,3475338.92484777,3441153.18722243,3455956.02498974,3491561.45081556,3411692.7965908,3477750.78533501,3457891.41998592,3424091.43025007,3360693.31967386,3480712.90977273,3381399.75429098,3296666.96476034,3389185.22205142,3340341.65735222,3254105.2863117,3150371.62925928,3360544.96680521,3256680.17891773,3132635.67918403,3288177.27472656,3378728.02495605,3382450.27284362,3385847.26187338,3189339.47230877,3364969.12760656,3383800.24435744,3403122.55970551,3347164.15210751,3405399.90225832,3421508.79956007,3456485.85920977,3356465.30038561,3369908.52580928,3787534.26135105,3341856.63263471,3446691.85756035,3581258.89102755,3568853.7105353,3531809.87230897,3536776.77210478,3301400.52846979,3437233.64439137,3592309.83623053,3208314.27917979,3396589.94985551,3615819.88260611,3569439.77268418,3487736.98448419,3509167.14274002,3442916.88606682,3577537.84348389,3622574.9407725,3557940.84381293,3203519.54836874,3500349.02369066,3524121.915493,3545508.84755562,3594480.72488966,3563845.03625708,3536248.24147491,2856712.93678448,489460.117578728,638461.863914986,1671404.01904363,3052641.36961475,3011086.32041102,2864857.1617192,2996444.52259812,532730.450873398,2861329.78582637,786497.694443857,294571.916355615,1642320.28318612,970051.560071478,703871.457200516,1044104.69088451,1421449.25111354,603592.174462908,658012.216408811,2969674.06916689,849217.056082302,986683.041458614,2974655.79657022,999638.216476018,689381.814563061,775486.798745729,652166.619492671,219142.963515651,676250.782481321,1779172.6984585,619890.719492058,558310.160182881,257018.063984038,2961850.36812689,779451.673579577,739851.000085756,707693.903252704,1241306.68103118,933083.02148692,3100880.02576102,692074.422243979,233469.299990437,3119379.30606573,507272.415878044,556618.368915651,617296.864731723,1281234.01475294,783287.173701814,159445.494914063,2963378.45025298,540848.818832118,486490.203060929,3091773.88913464,406501.438064434,2875134.41126934,303007.182914836,1075955.37805715,604886.960169247,968405.434604302,1558061.42492927,135701.945846728,1048582.33188684,570340.410919532,220563.330635558,246886.31254779,273903.092235959,1089320.93333103,2997398.39283037,213836.20762854,109729.047867891,1245973.43831451,772370.308091663
,,359.1500,4.11,,2693141.47797437,,,2737151.72745188,2534575.73090281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3410261.01800197,,,3232374.67547161,3084244.92906657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667062.52459986,,,1735147.26808991,1779925.75602358,19953.8510002137,,,,9383.0509081726,,,10903.380515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,514.4058,14.58,,,988780.388378875,1157824.92233491,1606308.79781897,1734927.64102096,1284565.17073074,16867.0812428436,1719687.75635074,1298843.26083435,1349164.40472962,1147234.29806988,3591735.12010743,1338508.52460059,927643.159793701,1027043.51632759,1307999.26232879,1414708.24627283,1332208.02849439,1425967.04636453,1238633.19118714,1254469.35253359,1488534.14087347,1384807.07090619,1492224.7750455,1549568.8949534,1257770.46777223,1362545.36879486,1432631.87271712,1013921.53074615,983618.12470179,1288272.95063715,1228132.85749833,1303672.5779495,1377527.87512955,1178524.14576086,1047620.89528144,1151981.35379401,1086347.13709442,1293295.31250385,1163340.11318108,1037631.69132285,1094858.16484762,1234495.61938941,1159003.38321979,1222887.9380585,1341804.43589633,1277988.34186783,397309.53234903,,1255945.92966737,1253247.07621072,1266554.082323,1381344.59626306,1334884.81865131,1355417.39641016,1326469.97499927,,1603621.41763159,,1351715.23176416,2359404.43211681,1368895.688578,,1471591.31783417,1493333.7187362,1650224.89680234,,2267924.91495582,2091858.38328943,1671374.91013748,1769160.09780332,317623.030436188,1653144.80180011,,2504428.32646803,1561057.00561823,,1873065.3168526,2177493.17779622,,,,,3154112.95956512,2416301.44227124,2642784.25367138,1451912.22190555,4229591.47567627,2614794.20673911,1854741.00613688,1993415.6939443,2491259.88610684,2207638.31514645,1868016.18874585,1511170.76906406,1182994.74238225,1231952.00819295,1448789.35893406,1354452.58151343,1554606.9548947,1578223.25227271,1249510.29353238,1304824.79638379,1304064.84138849,847857.748574446,932194.155327287,1163609.6008168,1137762.12533338,1112719.59894702,1102655.27727927,958253.671227902,910227.439432222,956471.301455809,923483.382734254,1167389.33383136,993874.767559954,896028.771547118,930644.892307861,982684.625708728,1014330.15223248,1063892.48839258,1115749.02341394,876445.061457657,921657.827971405,1023353.61562286,1018740.00222476,965475.32102669,1062527.54562482,975614.187841186,984098.111241335,855459.482329163,1633491.29038422,1500820.33642955,990079.614470583,1779211.16464137,1011599.89208768,1111758.69466833,1116195.95139538,1148304.79160523,1103479.96068872,1348963.30618068,1422345.99284235,1143092.41887077,1125978.36176775,,,1039314.80901828,1163446.61439813,,,,,,,,5679.46517004388,5621.59044726556,,,10159.5205385898,11744.6385528814,,,4798.09081576542,,,,,,,4985.50306799316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,244.1215,2.94,,2861726.95968461,2858897.32220731,2765898.13254141,2919369.33984675,2717866.82976074,2922487.970344,3028367.76944362,2933911.10217993,2773326.45620137,3219961.68482437,3263820.20608459,3143812.87706819,3119565.46102109,3166460.29267097,3325581.58904814,3420487.05630829,3404072.22608721,3135094.76698923,3026439.87387268,3260634.80210272,2976302.85033784,3118472.45020112,3044876.44986622,3113568.95690781,3227397.14775229,3080468.32906885,3087107.87492154,3146857.66120734,3144456.06000557,2963108.58987595,3092464.52705638,3170342.70479608,3113776.62293586,3269211.03187358,3182241.50010165,3021433.79233027,3178356.00395144,3154131.82443383,3187120.58770994,3174971.93207489,3183354.30911689,3203542.70293752,3332365.21748602,3227202.52290211,3181491.69131963,3192245.44319269,3233612.28832135,,3172311.17565229,3204108.79400395,3225355.7043146,3208116.38190157,3328197.19541839,3334043.87208888,3226408.43489903,3054757.58703616,2341638.38101266,3099314.59491756,,3200256.81931446,3088065.44375762,3204764.89932097,3249033.98330222,3129544.99567899,3087476.80451748,3196998.97500158,3002655.63200675,2423988.13651651,,3129730.6039298,3146924.72701793,3155758.52243705,3041103.42143702,3093394.7074301,2918758.76071027,3064620.46157225,3410190.02001393,3327556.4077723,3339202.53386568,3282389.57177703,3070357.97834931,3293350.44876787,3253222.83746792,3219690.59397615,3259558.85553871,3362451.42057746,3249356.97632915,3151513.70461331,3191699.11860416,3158739.94612191,3202354.32171095,3288594.34207684,3217512.29449048,3149308.49642739,3180247.70722603,3089162.04946272,3069507.31210207,3231173.59344296,3131164.32827667,3013437.48877326,3140418.98712855,3062624.48885285,3042571.29834255,2862869.19119141,2956233.27331004,2773995.75110939,2818303.79878471,2927822.98403554,2973317.6369907,3084053.88789825,2992985.04177636,2794220.34780968,2888258.86505022,2898876.80577594,2885969.91303496,2853754.62430243,2938472.88194117,3001629.30921081,2960558.69864103,2930916.89554022,2836241.00974413,3180490.63518527,2836280.97587666,2885149.253556,3085906.07864616,2983515.91407281,2999170.36592299,3116810.54698536,2823184.55668643,2867988.7140307,3007552.46099119,2773469.12019412,2926351.45916036,3012716.05906839,2947930.45536564,2932441.31574724,2964288.98668063,2931059.4715118,2981380.43355586,2998177.7881478,3036843.50941476,2653135.17157131,2958074.70661411,2933167.34750553,2976287.48477663,2947978.91075256,2943405.02433332,3069379.24685435,2370896.73014385,2478550.06651798,1012491.36589815,2609565.29267495,2652364.50005965,2609626.60922236,2429434.22207428,421455.446472155,409600.901026769,758530.617763303,1439851.23001027,2593384.6434897,2618867.65648249,870030.60374356,2694097.58428229,2730347.58494626,702262.800649404,665782.757501289,2689717.95905784,2537155.57451772,2716750.78183491,2652193.9525461,2577500.79287188,640349.594070325,728501.387243256,2603160.72380583,609397.001203241,776345.980419649,2777598.45358284,2714690.03124718,2544167.24401455,2546710.37898628,798891.123930366,825752.079785475,826374.403535858,347369.46041333,668009.183770181,606799.763792637,1200649.79640958,2736561.62627947,946793.911621475,2747761.98177537,2684388.70357009,683903.73541235,2638433.23027739,2514296.15849697,475705.115406178,441263.400542349,621506.109169229,2614590.53341926,450082.734555558,775078.876067888,721884.084719902,205673.910119742,836068.405784771,694303.660488424,2646070.595951,807181.409825916,484919.434324323,112292.321100714,51430.0973554745,2661696.76520538,278769.224456376,529674.434325094,230009.702754959,277650.692004602,562005.073326328,596006.311108828,2523663.9797798,1105057.26376475,487303.730623221,2596801.0593792
,,514.4059,11.95,,,244042.467636382,143007.070719838,,278102.316559784,238044.723277545,199447.612567375,,262585.566878085,388325.29844921,467853.371759519,406940.273065367,246741.190035253,384983.417838488,248462.758035017,269914.26299984,404811.880864259,286591.166458984,617511.829130164,306797.25815511,226189.362680855,194556.604734782,336958.446117519,273001.18879049,343648.171706795,423723.044571493,283784.35190198,257874.835799012,44498.058637974,562031.550115233,413734.082801218,249203.312055406,294272.556600634,299285.885899794,717151.041682221,435453.70916069,781039.05711143,344701.667057338,236620.408760253,333625.237479073,755896.877969704,258322.053118163,256844.043414202,258919.305285156,465740.126916073,362836.683656248,174405.837388457,,,396311.685807523,254453.055900152,305154.219722788,425433.000256753,296544.342265627,526642.707963905,481239.364013956,154131.84847245,188029.101228516,,240647.865960819,256198.871525391,321186.000585127,201668.290498912,,228773.543250475,254093.693502295,,,426234.35244486,204163.703216363,222312.919801563,181702.694862228,39302.5726283082,185122.79364531,,149552.026819999,,515351.105469227,204116.132946872,,,,,,784004.606092913,321649.708185998,403355.580270682,638445.179323358,283638.643007812,244505.431599609,587004.768369599,280690.850679615,572741.657312083,749679.562140622,1080567.11585937,522124.097371486,1972808.47729011,390511.883226564,1505608.38931831,1265434.03032194,2034647.83133025,563788.609988421,856468.665713624,2031247.35281585,1741897.89686378,4157952.56384424,610556.238509515,811969.615103287,2723470.22355061,1456427.75502137,1596845.98165911,1567001.84746828,151575.568795764,838697.916897637,971745.942914637,753784.686323638,1285036.63125807,581588.364722345,435545.438402202,1236102.45605513,686422.540435669,459959.208762563,1580335.7700342,1945462.30671731,2075816.22272098,942611.232659733,807270.555041603,1133170.9955844,615276.461409315,973489.648117067,698021.324800209,399578.4865281,377001.138718749,913510.959556972,1808013.17142694,1670692.12475175,481901.962335118,605733.107101505,601453.623481571,243770.011560406,908630.953192043,329726.848957034,522711.826062437,1603884.35007513,1026670.15950168,,,682822.402826469,,,,,,,,,,,,,,,,76630.5434167384,,,,,,,148358.103257813,,,,,91346.4874440289,,,,,,115772.734108735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,312.2105,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344252.35229428,,,2292962.08810285,2336739.34520595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2847588.34266949,,,2813850.19392021,2828334.48781275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17733.7498218536,19493.3554710084,,,,,338863.563522399,,,251596.958096656,259680.655775743,42575.7404102476,,,,920058.702341829,,,2199146.8375318,2190025.65152892,96132.588201294,,,,19217.2339926911,,,31103.9339069825,10222.0391612549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,140.9516,14.68,,2491726.04551705,2401551.74566352,2537812.34737861,2896062.60433021,2358150.24921178,2994765.83848357,2446330.99960682,2363254.36056321,2392476.74564365,2417330.95291656,3121281.93247004,2988237.36893774,2358019.50921095,3080718.88526527,2499158.98302606,3175407.36526061,2425583.073275,3183418.8894262,2540707.89058542,2408262.08685616,2574377.31003818,2434333.51220663,2535800.51462645,2521681.75378374,2218349.84978396,3221400.14471883,2512717.22672679,2246246.04815982,2672578.66165347,2614373.02796916,2364055.04801839,3220967.30385603,3107505.94123163,3235587.26859995,3300384.80813104,2552562.5905601,2575044.36201933,3352085.1538338,2525990.06067708,2529850.42822918,2562335.65466006,3316550.46772288,2645383.86616361,2657592.27730549,2638436.71434352,2441566.1773251,2628539.26312559,2695291.87045404,2664363.47198918,2617144.18168352,3347506.81641136,2428057.05950936,2658098.15415373,2648935.06466787,2386093.74317918,2487609.8963195,3850247.8647857,2727010.22734467,2430484.86205995,3107837.88052484,3380308.05558629,2696414.47141092,3242211.19320727,3129757.08864476,3373628.9657065,2735841.24424138,2690855.10846008,1966072.65513346,2761477.06183649,3242440.59504886,3319788.65951767,2636616.50289631,2763785.60859425,2590663.13129962,2822902.06253644,2613194.38769318,2702634.49356209,2629695.92867663,2551655.76455684,2647485.39051355,3207281.63321436,2355275.66248548,3292605.02176082,2193450.52935163,3201932.91541612,3150115.80329257,2493823.56769601,2528427.16233875,2349996.54654188,3137049.79298998,2556214.25230062,2464657.68442668,2432999.11232567,3068982.34850721,2304707.28458839,2477903.70416492,2390657.27584768,2513135.7254362,3036882.53147308,2525919.38635049,2498846.09750166,2138309.00369306,2532978.26838345,2422566.54528502,2579168.12085801,2079139.17293675,2569337.89671136,2364204.53379051,2587629.22595584,3046859.28888859,3162029.42403941,3163532.53757942,2356526.58022381,2340770.43445023,2434354.64776056,2329611.11759595,2488091.36417951,2994482.3997349,2422835.70320251,2375680.27847993,2551215.22398593,2436592.89046883,2601680.99477129,2427331.1582961,2375375.01914029,2492118.42332896,3072162.55225937,2924868.79110879,2361688.40671873,2406897.68131246,2488924.26684585,2896615.38250589,3262546.56333162,2436792.90945601,2477739.36035403,2386533.79039059,2357143.73584541,2195362.51063093,2415236.77134858,3048552.65234239,2438802.42623624,3028278.4051801,2305257.87464312,2189784.43580006,2376612.04000569,2356514.38768838,1853703.3316639,2353602.13518583,1497783.2795752,1845112.12172409,2584528.69895602,3666680.3574587,3628103.0567003,2584420.69330979,2439380.3742595,2484697.70259087,2428966.9132983,2372443.85575869,2491608.21877861,2256146.35041679,2563137.06317179,2352703.88045597,2251067.05010394,2358607.78130352,2521510.45680406,3442693.13051245,2523754.32250077,2474300.12920168,2448613.95987142,2418676.57356818,2449578.80958329,3378944.00331323,1716383.85383276,2367898.59151822,2451628.90923605,2412040.87696574,1495733.72698549,2239606.56017766,2341711.93357204,2353944.83397552,2423958.11223705,2432812.59424078,2193059.12587259,2408447.51308094,2583044.19432626,2458119.45982009,2201935.78454637,2251704.10363774,1832257.17991134,2537417.5351861,2451396.7637556,2329159.70532227,3362409.65682709,3167345.94378232,2612505.2443719,1943667.23551974,2013707.58268892,3595942.30039722,1565457.04242879,2303377.37677607,3115908.67429253,3516357.60319991,2303215.51599407,2282611.64932837,2131979.1325657,2336871.46594774,1542494.25670703,1426204.83939009,2313461.74630378,2145557.02968307,2259381.85596988,2529430.67152771,3161166.59893846,1921634.3364622,3062728.40967471,3038882.69331663,2180400.70718719,1763670.65557657,2349101.10039567,1308459.942653
,,248.1526,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2108212.51264603,2578772.09829288,,,,,,,2606453.53587097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40186.6589999533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17690.6846481214,13304.5613514512,,,,,,12343.5818322541,,196987.951780225,166245.060580042,,,,,,191477.075427466,,,,,,,,,
,,326.1541,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549947.29796593,2399193.96197837,,,,,,2496669.70899011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26566.9972881317,24390.5274498597,,,,,,24835.134749237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19424.3462558899,19388.8132180023,,,,,,22016.9991938247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
